"ID","Year","StateID","Jan","Feb","Mar","Apr","May","June","July","Aug","Sept","Oct","Nov","Dec"
"0340022011",2011,34,35,39.4,52.4,62.1,67.7,83.4,89.2,87.7,71.1,61.8,50,39.9
"0340022012",2012,34,42.7,43.8,59.6,64.3,72.6,79,85.9,81.5,74.4,59.6,52.2,42.2
"0340022013",2013,34,39.7,41.1,47.5,54.7,67,78.1,79.6,80.3,75.8,60.4,46.6,35.2
"0340022014",2014,34,36,36.1,46.3,59.4,68.9,77.3,77.8,80.7,73.3,64.6,44.4,41.8
"0340022015",2015,34,37.7,37.8,51.1,61.4,66.1,78.4,82.1,79.3,76.6,63.4,51.4,44.6
"0340022016",2016,34,38.2,47.4,54.7,61.4,66.2,79.2,83.2,80.8,75.3,67.1,55.4,38.8
"0340022017",2017,34,40.9,50.5,56.2,61.4,66.9,77.3,82.5,77.3,73.3,62,52.9,40.5
"0340022018",2018,34,36.6,41,53,54.2,75.1,80.6,82.7,79.9,73.9,60.1,44.5,40.8
"0340022019",2019,34,38.3,40.3,47.3,60.4,67,75.4,80.8,82.4,79.7,57.4,46.2,43.2
"0350021998",1998,35,35.4,35.8,39.9,44.2,48.1,56.6,68.8,67.5,62,46.8,38.5,30.1
"0350021999",1999,35,34.5,33.3,37.4,42,48.1,56.3,63.5,64.9,58.6,50.3,43.1,34.3
"0350022000",2000,35,32.4,37.3,38.6,47.8,51.2,60.2,64.7,65.4,57.2,47.5,33.8,33.5
"0350022001",2001,35,32.1,33.1,41.3,41.8,55,56.5,64.4,67.6,60.8,49,40,31.8
"0350022002",2002,35,31.8,35.4,37,45,50.2,59.9,68.6,63.2,58.8,46.5,40.7,35.4
"0350022003",2003,35,39,35,41.5,41.8,51.2,61.2,70.1,66.6,61,52.1,34.9,34.1
"0350022004",2004,35,32,34.8,44.2,47.2,51,59.5,67.7,66.6,56.3,48.3,38.3,35.5
"0350022005",2005,35,33.8,36.6,42.3,44,52.1,55,67.4,66.9,56.3,48.9,37.5,31.7
"0350022006",2006,35,35,33.8,36.4,44.6,53.2,60.9,69.3,64.3,59.1,47.6,38.3,32.9
"0350022007",2007,35,30.2,36.5,43.5,44.7,53.1,58.6,69.6,64.8,56.6,46.2,39.1,30.5
"0350022008",2008,35,28.5,35.8,36.5,40.3,51.6,56.6,66.3,65.2,59.4,48.8,42.4,30.2
"0350022009",2009,35,34.2,35,36.4,43.4,53.2,58.4,68,65.3,61.4,45.1,38.2,28.5
"0350022010",2010,35,36.9,37.6,39.5,42,46.4,55.6,65.3,63.5,58.5,50,36.7,33.4
"0350022011",2011,35,33.9,32.6,37.9,39.5,46.5,54.9,62.7,66.1,62.6,49,37,32.6
"0350022012",2012,35,34.4,34.6,38.3,45.9,50.8,55.5,66.3,67.7,61.8,48.8,40.6,31.5
"0350022013",2013,35,29.7,35.1,40.9,44.6,52.5,59.4,69.4,66.5,58.3,46.2,39.4,29.7
"0350022014",2014,35,36.7,35.3,41.8,45.8,53.3,58.1,70,66.6,60.8,52.9,38.2,36
"0350022015",2015,35,38.1,41.7,45.7,44.7,53.5,65.6,67.5,66.9,58.1,54.3,35.8,32.4
"0350022016",2016,35,33.1,40.2,41.2,50.1,53.2,60.5,64.4,66.7,57.1,48.1,43.2,27.4
"0350022017",2017,35,26.7,34.8,41.6,42.9,52.9,59.9,69.2,69.6,59.6,47,39.3,32.9
"0350022018",2018,35,37.5,33.2,38.4,45,55.4,58.5,69,66.5,57.4,48.8,39.3,32.3
"0350022019",2019,35,35.3,28.8,37.3,46.1,52.7,59,64.9,67.1,56.6,43.2,40.5,34.2
"0360021998",1998,36,34.3,35.8,39.6,49.5,62.4,65.6,69.6,70.2,64.7,51.8,41.5,36
"0360021999",1999,36,27,31.7,34.1,48.6,59.3,67.3,74,68.5,62.8,49.3,44.8,32.4
"0360022000",2000,36,25.6,31.6,42.6,47.5,60,67.2,66.9,67.3,60.6,52,38.3,22.4
"0360022001",2001,36,26.1,31.5,33.3,49.2,58.6,66.8,67.8,71.6,60.4,51.7,45.8,36.4
"0360022002",2002,36,33,33.9,38.2,50,55,67.9,72.5,71.8,64.9,49.4,39.2,27.8
"0360022003",2003,36,20.6,23.8,37.2,47.8,56.1,64,69.7,70.9,61.7,48.5,44.7,30.7
"0360022004",2004,36,20,27,39.5,48.3,63.4,64.8,69.2,67.9,64.1,50.6,43.1,30.9
"0360022005",2005,36,26.3,30.1,32.3,49.7,53.6,69.7,72.8,72,65.5,52.5,43,26.4
"0360022006",2006,36,35.2,29.8,37,50.5,57.3,66,72.4,70.4,60.1,49.1,44,37.3
"0360022007",2007,36,31.3,20.1,37.4,44.8,60.1,67.8,68.8,70.6,64.4,57.8,39.5,31.4
"0360022008",2008,36,29.2,27.7,35.6,51.2,54,68.8,71,66.8,63.4,48.9,38.9,30.7
"0360022009",2009,36,20.5,29.6,38.2,49.1,58.3,65,66.8,70,61.4,48.6,44.8,28.9
"0360022010",2010,36,25.7,25.8,42,52.4,60.5,69.3,73.3,70.8,63.6,51.4,40.8,25.4
"0360022011",2011,36,22.5,28.6,36.3,49.7,61,68,74.3,69.4,64.4,50.8,44.9,35.3
"0360022012",2012,36,30,34.3,47.7,47.7,63.7,66.5,74.1,69.8,62,52.2,37.8,35.8
"0360022013",2013,36,29,27.4,33.8,48.7,58.9,67.4,72.7,67.6,61,53.4,37.4,30.8
"0360022014",2014,36,19.6,22.8,30.3,47.7,59,67.6,69.1,66.9,62.5,53,36.7,34
"0360022015",2015,36,22.5,16.1,31.6,48.4,63.4,67.1,70.4,68.9,66.6,50.7,45.5,42.3
"0360022016",2016,36,25.4,30.7,43.3,47,57.4,67.4,73,73.4,66.2,53.6,42.6,31.2
"0360022017",2017,36,31.8,36.6,35.3,53.7,57.1,66.8,71.4,67.4,63.8,56.2,39.2,28
"0360022018",2018,36,23.1,34.3,33,43.2,64,66.6,71.6,72.1,66.7,52.3,36.7,33.5
"0360022019",2019,36,25.8,30.2,34.7,50.5,60.7,65.8,73.2,69.6,65.1,53.7,36.5,32.6
"0370021998",1998,37,34.3,36,39.9,48.4,59.8,64.9,71.6,71.6,64.7,52.7,42.6,37.7
"0370021999",1999,37,29.6,33.4,38.8,48.3,58.4,68.6,74.4,70.4,65.5,51.4,46.5,35.7
"0370022000",2000,37,26.8,33,42.3,46.1,57.2,66.2,68.5,68.7,62.2,52.3,42.2,28.1
"0370022001",2001,37,28,30.9,35.3,47.5,58.9,68.9,68.2,72.7,63.6,53.6,46.9,38.6
"0370022002",2002,37,34.7,34.9,39.3,50,55.3,64.6,72.5,72.6,65.6,51.1,41.7,31.8
"0370022003",2003,37,23.5,25.2,36.8,44.2,54,64.2,71.7,73,64.6,50.7,45.2,34.7
"0370022004",2004,37,20.2,30.9,37.9,48.1,58.7,64.9,70,69.8,63.8,51.7,42.5,33.4
"0370022005",2005,37,26.3,30.3,33.3,48.5,52.1,68.1,72,73.8,66.3,54,45.1,31.3
"0370022006",2006,37,36,30.6,37.3,48.7,57,67.1,74.2,70,61.8,52,47.7,39.7
"0370022007",2007,37,32.8,25.4,36.7,44.8,59,66.5,71.6,71,65.1,58,41.1,31.4
"0370022008",2008,37,31.7,31.8,37.9,49.3,55.4,69,73.9,68.4,63.9,51.2,42,34.8
"0370022009",2009,37,23.4,32,37.2,49.4,57.7,63.4,69.1,72.7,61.7,50.8,47.8,32.1
"0370022010",2010,37,28.4,31.4,43.6,52,60.9,68.9,75,70.8,65.5,53.5,43.3,30.3
"0370022011",2011,37,25.2,28.8,38,49.1,58.9,66.2,73.8,71.3,66.5,54.9,47.8,39
"0370022012",2012,37,33.5,35.7,45.5,50.1,60.6,65.7,73.6,72.5,63.3,55.4,41,37.6
"0370022013",2013,37,30.4,30.2,37.1,47.7,58.5,68,76.4,69.1,62.1,54,41.3,33
"0370022014",2014,37,26.1,27.2,32.8,47,58,66.4,72.3,68.6,64.4,55.3,41.4,37.4
"0370022015",2015,37,25.5,17.7,31.8,47.2,61.2,64.5,72.3,72.6,67.6,52.4,47.1,45.3
"0370022016",2016,37,31.3,33.1,42.9,46.2,57.9,66.9,73.8,73.9,66.4,54.7,45.2,34.2
"0370022017",2017,37,34.2,35.2,34.1,51.5,56.5,66.8,71.1,69.8,66.4,59.6,43.1,30.1
"0370022018",2018,37,27.6,37.7,37.3,44.4,61.4,65.9,73.8,75.1,66.5,52.7,41,35.3
"0370022019",2019,37,29,31.6,35.9,49.2,56.4,66.5,74.8,71.3,63.9,54.7,40.1,34.1
"0380021998",1998,38,48.1,49.4,52.7,62,72.9,80.2,82.3,79.4,75.3,65.2,57.3,51.6
"0380021999",1999,38,49,49.6,51.3,65.3,68.4,75.4,80.9,82.2,72,62.6,57.3,46.7
"0380022000",2000,38,43.5,49.6,57.8,60.4,73.4,78.4,79.8,78.8,72.2,62.6,51.8,38.6
"0380022001",2001,38,43.3,51.3,52.3,63.5,70.7,77,78.4,79.9,71.2,60.9,59,52
"0380022002",2002,38,47,47.9,56,67.4,68.6,77.8,81.9,79.6,75.8,66.4,51.8,44.2
"0380022003",2003,38,41.5,46.6,57,61.1,70.2,76,79,79.7,72.4,63.2,58.6,43
"0380022004",2004,38,43,44.2,57.2,62.5,74.1,78.5,80.3,77,73.2,66.1,56.5,45.6
"0380022005",2005,38,47.6,48.3,52.4,60.5,67.5,76.2,81.6,80.5,77.1,65.2,55.7,44.2
"0380022006",2006,38,50.6,46.5,54.4,66,68.8,76.5,80.5,81.1,72.4,61.4,54.2,51
"0380022007",2007,38,48.4,45.2,58.5,60.9,69.1,77.2,78.5,84,75.7,68.4,53.6,52.1
"0380022008",2008,38,43.9,50.7,54.7,61.7,69,80.1,79.8,79.1,73.8,61.3,50.3,51
"0380022009",2009,38,44.2,46.8,54.1,61.7,70.9,79.1,78.9,80,73.8,62.2,55.5,44.9
"0380022010",2010,38,40.7,41.2,52.2,64.5,73.2,81.8,82.3,81.6,76.6,64.4,54,38.3
"0380022011",2011,38,40.6,50.4,55.8,65,71.3,80.8,82.8,81.4,74.1,61,55.3,50.7
"0380022012",2012,38,48.3,50.6,63.2,64.2,72.7,74.8,82.8,78,73.6,63.7,50.7,51.5
"0380022013",2013,38,50.2,46.6,48.4,62.1,67.9,77.4,78.8,77.4,73.5,64.2,51.5,49.9
"0380022014",2014,38,39.7,48.2,50,63.3,71.7,78.4,79.2,78.3,74.3,65,49.3,49.2
"0380022015",2015,38,43.8,41,56.4,64.8,71.6,80.5,82.2,79.5,74.3,63.3,58,58.5
"0380022016",2016,38,43,48,60.6,63.1,70.1,79.8,83.7,81.9,77.1,66.4,55.6,49
"0380022017",2017,38,51.4,55.5,55.5,67,71.5,76.9,81,79.4,74.3,66.2,54.3,47.8
"0380022018",2018,38,40.6,57.4,52,60,73.8,80.2,80.2,80,79.4,66.9,51.9,48.6
"0380022019",2019,38,46.7,53,54.1,64,75.4,77.2,81.4,80.3,78.3,68.5,51,50.3
"0390021998",1998,39,19.3,32.7,26.4,46.9,59.3,61.7,73.4,72.2,66.9,48.4,36,25.6
"0390021999",1999,39,17.6,32.9,36.8,44.7,55.9,65.1,73.3,71,57.1,47.8,42.4,29.1
"0390022000",2000,39,21.1,30.1,39.3,45,58.1,64.4,73,73.2,62.3,50.1,24.4,10.5
"0390022001",2001,39,22.7,12.4,29.8,46.1,57.8,66,74.6,73.4,62.1,47.5,40.8,24.7
"0390022002",2002,39,24.1,29.6,22.2,44.5,52.4,70.4,77.3,70.4,62.7,39.5,34.5,27.3
"0390022003",2003,39,19.8,18.8,32.1,47.9,55,63.9,74.4,74.8,60,51.8,27.6,26.6
"0390022004",2004,39,16.1,22.9,38.4,47.9,55.6,62.1,70.8,66.1,63,48.8,36.6,27.2
"0390022005",2005,39,16.8,29.3,34.9,48.2,54,67.9,74.4,71,65.5,49.2,36.8,20.1
"0390022006",2006,39,32.2,23.3,32.4,50.2,58.2,69.1,78.2,72.2,56.8,44.4,33.7,27
"0390022007",2007,39,20.1,15.2,40.2,42.9,60,68.2,76.5,71.4,62.6,50.2,34.9,19.4
"0390022008",2008,39,16.2,19.1,32.2,42.1,53,63.8,72.7,71.2,60.3,47.2,34.2,14.1
"0390022009",2009,39,16.7,23.4,30,42.3,55.8,63.2,67.9,67.4,63,39.5,40,13.5
"0390022010",2010,39,14.8,14.6,36.3,49.3,54.2,65.9,72.4,73.6,59.1,51.6,32.1,17.7
"0390022011",2011,39,13,16.3,27.3,43.1,53,64.7,75.9,71.6,59.9,51.3,34.4,26.8
"0390022012",2012,39,25.4,25.7,47,50.2,58.3,70.4,78.7,71,62.6,45.6,34.9,21.4
"0390022013",2013,39,19.4,23.8,28.1,36.9,55.9,65.3,71.8,71.6,65.8,44.3,32.1,13.5
"0390022014",2014,39,18.3,13.9,29.4,43.4,55.6,64.2,69.5,69.3,60.5,50.3,25.6,24.2
"0390022015",2015,39,22.7,19.5,39,47.7,53.8,67.6,72.1,69.8,65.9,51.6,36.4,24.3
"0390022016",2016,39,19.8,31.2,40.1,46.3,56.7,70.7,73,71,62.4,51.6,42,15.4
"0390022017",2017,39,16.5,29.4,35.5,46.1,56,68.1,76,67.4,61.8,48,34.7,21.7
"0390022018",2018,39,18.1,11.6,30.4,36.7,62.1,69.3,72.2,69.9,61.5,43.2,29.3,25.3
"0390022019",2019,39,18,6.1,25.1,44.2,50.4,66.3,72.1,68.2,63.1,40.2,31.1,23.3
"0400021998",1998,40,42.6,44.4,48.4,56.8,69.5,75.8,78,76.4,74.4,61.6,50.7,43.3
"0400021999",1999,40,42,44.7,44.8,61.4,65.8,74.4,79.4,77,69.3,58.4,52.8,41.5
"0400022000",2000,40,37.8,45.4,52.5,55.3,68.8,74.1,76.8,77.1,69.6,61.1,46.9,30.6
"0400022001",2001,40,34.3,44.7,44.6,61.3,66.9,71.9,77.1,76.7,67.6,56.5,53,44.4
"0400022002",2002,40,40.3,40.5,48.3,60.9,64.2,74.9,78.8,77.8,73.3,60.9,45.3,39.5
"0400022003",2003,40,32.2,38.5,51.3,59.4,66.5,70.6,76.2,77.1,68.1,58.5,52.8,38.9
"0400022004",2004,40,36.9,39.4,52.7,57.2,70.1,73.7,75.6,72.2,69.6,62.8,53,38.7
"0400022005",2005,40,42.8,44.4,47,57.9,63.3,74,78,78.9,72.6,59.3,50.4,36.4
"0400022006",2006,40,45,38.5,49.6,63.2,65,73.2,78,79.2,67.2,56.1,48.4,43.3
"0400022007",2007,40,40.2,35.9,56.4,55.2,68.7,75.2,76.2,82.6,73,63.2,48.2,44.5
"0400022008",2008,40,36.4,42.2,48.8,57.2,64.8,75.4,76.8,75.2,71.2,57.9,45.2,40.4
"0400022009",2009,40,35.3,42.3,50.3,57.2,66.4,75.6,73.7,74.9,70.6,56.3,50.5,37.9
"0400022010",2010,40,32.8,33.7,47.2,60.9,69.1,78.4,79.8,79.9,71.6,59.2,49.8,32.7
"0400022011",2011,40,33.9,43.1,50.6,61,65.7,76.5,80,77.8,68.1,56.8,51,42.8
"0400022012",2012,40,42.4,44.5,59.8,60,70.4,73.6,80.5,75.6,69.1,56.7,45.8,45.6
"0400022013",2013,40,41,40.8,42.7,56.8,65,74.2,74.8,74.7,70.7,59.5,44.8,40.4
"0400022014",2014,40,30,38.3,45,58.6,67.3,74.8,73.4,75.9,70.7,60.2,42.4,42.8
"0400022015",2015,40,36.1,31.4,49,60.1,68,75.9,78.3,74.2,70.9,59.7,53.5,51.3
"0400022016",2016,40,34.8,42.5,53.9,59.5,65.3,76.5,79.8,79,74.1,64.6,52.7,40.9
"0400022017",2017,40,44.9,48.9,51.1,63.1,66.6,73,78.1,74.6,69.1,60.8,49.9,39.5
"0400022018",2018,40,32.9,48.5,48.2,52.9,72.3,76.5,78.1,76.5,74.9,61,44.4,42.7
"0400022019",2019,40,39.4,46.7,46.9,59.3,70.1,73.4,77.8,76.9,76.4,61.7,44.2,45.2
"0410021998",1998,41,50.6,51.1,55,63,77.2,83.9,86.4,82.3,79.5,68.5,58.5,48.2
"0410021999",1999,41,50.3,56.6,57.6,66.9,72.8,79.2,81.8,84.3,75.8,65.8,59.6,48.6
"0410022000",2000,41,50.7,57,61.4,66.1,76.9,78.6,84.1,84.2,78.1,67.2,51.1,42.4
"0410022001",2001,41,43.9,51.9,53.3,67.8,74.1,80.9,85.1,82.8,74.9,65.4,58.9,49.4
"0410022002",2002,41,48.7,47.1,55.4,69.1,74,80.6,80.9,82.8,76,64.9,53,47.8
"0410022003",2003,41,46.2,48.3,57.2,66.6,75.8,78.5,82.1,82.9,73.9,67.4,58,49.1
"0410022004",2004,41,48.9,47.4,61.8,64.3,73.7,78.7,80.7,79.2,75.2,69.7,55.7,47.6
"0410022005",2005,41,50.7,51.9,56.5,64.3,71.8,80.5,82.4,81.3,79.9,66.4,58.7,47.2
"0410022006",2006,41,52.9,50.2,61.1,70.7,75.7,80.8,83.4,83.6,74.1,66.8,57.9,48.2
"0410022007",2007,41,42.5,49.4,61.9,61.7,71.4,77.9,79,81.8,77.1,68.6,57.6,49.2
"0410022008",2008,41,46.1,53.2,58.4,65.3,74.3,82.9,81.7,80.8,73.3,65.4,56.8,48.2
"0410022009",2009,41,47.9,55.5,59.5,64.8,73.6,81.7,84.1,83.3,74.1,64.2,57.3,43.1
"0410022010",2010,41,44.4,44,54.8,65,73.8,82.7,81.4,84.4,77.7,67.2,56.6,49.2
"0410022011",2011,41,45,48.7,61.8,70.3,74.1,85.2,87,88.2,77.9,66.9,56.9,46.1
"0410022012",2012,41,50.4,51.8,63.2,70.2,75.5,82.4,83.4,83.7,76.6,65.9,59,51.1
"0410022013",2013,41,47.9,51.7,57.2,63,72.5,81.8,81.3,83.3,78.2,66.7,52.9,44.8
"0410022014",2014,41,44.5,48.4,54.8,65.4,72,80.6,81.7,82.6,76.4,69.6,51.5,50.7
"0410022015",2015,41,44,48.2,56.2,66.6,71.6,79.3,83.2,83.3,79.2,69.2,57.3,51.5
"0410022016",2016,41,46.4,54.4,61.2,66.1,71.6,80.1,85.4,81.5,77.6,70.9,61,49.6
"0410022017",2017,41,50.8,58.4,63.6,67.1,72,80.6,83.6,80.6,76.5,66.5,60.3,47.8
"0410022018",2018,41,43.8,52.3,61.7,63,78,83.9,84.5,83,76.2,65.4,51.9,48.3
"0410022019",2019,41,47.2,51.9,55.7,65,72.5,79.1,82.8,85.9,81.5,65.2,53.2,50.7
"0420021998",1998,42,31.8,31.5,38.1,43.4,53.7,60,73.6,71.6,63,47.8,38,27
"0420021999",1999,42,31.9,34,41.9,41.7,52.8,64,71.7,69.1,59.8,51.8,42.4,28.8
"0420022000",2000,42,31.9,36,38.8,51,59.3,67.3,74,73,62,49.1,29.8,30.4
"0420022001",2001,42,26.3,31.7,41.4,47,59.3,67.1,72.9,72.4,65.2,52.2,39.3,25
"0420022002",2002,42,26.1,29,36,49.7,56.3,68.7,76.2,70.7,61,47,35.9,29.3
"0420022003",2003,42,35.2,31,40.3,45.8,57.4,66,77.2,72.7,62.2,55,34.1,30.3
"0420022004",2004,42,24.2,27.8,45.6,48,57,66.1,72.2,68.6,60.2,48.9,35.7,30.1
"0420022005",2005,42,32.6,33.5,39,45.9,56,61.8,74.8,69,60.8,50.4,39,29.2
"0420022006",2006,42,29.9,31.5,36.3,48.4,58.9,68.8,75,69.7,58.1,47.3,38.2,27.9
"0420022007",2007,42,22.4,34.3,43,48.3,57.7,68.2,76.2,72.8,61.7,48.9,40.6,24.6
"0420022008",2008,42,22.8,30.5,37.2,43.1,52.8,65,74.1,71.6,61.9,50.4,40.9,27
"0420022009",2009,42,29.5,33.1,39.2,45.3,58.7,62,73.2,69.7,64.3,45.7,39,21.6
"0420022010",2010,42,27,29.9,38,44.7,50.2,65.4,73.1,69.3,63.8,51.1,34.8,32.5
"0420022011",2011,42,25.4,28.6,39.4,43.5,50.8,63.3,71.8,72.5,63.2,50,36,26.8
"0420022012",2012,42,31,31.7,42.6,49.6,58,68.7,73.2,73,63.6,50.9,41.2,27.8
"0420022013",2013,42,19.7,27.6,41,45,56,69.2,74.6,71,61.4,46.4,38,23.1
"0420022014",2014,42,30.4,35.7,41,46.7,56.5,66,74.6,67.7,64.2,53.1,37.7,31.7
"0420022015",2015,42,32.1,38.9,44.9,47.1,53.8,70,70.1,71,65.5,54.3,34.5,26.6
"0420022016",2016,42,26.6,33.7,42.2,47.9,54.4,70.9,73.7,70.1,61.1,53.2,41.6,27.4
"0420022017",2017,42,25.9,36.5,45.3,46,55.6,69.5,75.1,71.6,60.7,48.1,43,31.4
"0420022018",2018,42,32.8,32.2,39.2,49,58.3,69.1,76.1,72.4,65.8,47.5,35,27.4
"0420022019",2019,42,27,27.2,38.2,48.6,50.5,63.6,73.3,72.8,63.1,42.9,38.5,28.8
"0430021998",1998,43,21.7,26.1,31.3,43.2,58.1,61.8,65.6,65.1,57.8,46.7,35.5,29.2
"0430021999",1999,43,17,22.2,28.9,41.3,55.5,65.4,68.5,63.6,60.6,43.3,39.3,25.7
"0430022000",2000,43,15,20.8,34.1,39.8,52.9,60.4,63.1,63.3,55.5,45.6,34.8,16.6
"0430022001",2001,43,17.8,19.5,25.2,39.9,54.8,63.2,63.6,67.9,57.4,47.8,38.5,29.8
"0430022002",2002,43,25.2,24,29.7,43.4,49.4,60.6,66.5,66.8,60.4,42.9,32.3,21.6
"0430022003",2003,43,9.5,14.2,27.8,38.1,51.9,61.7,66.5,67.3,58.4,44.1,36.5,21.8
"0430022004",2004,43,7.2,17.5,31.6,41.4,54.9,59.4,65.7,64.5,58.3,45.4,34.8,21.4
"0430022005",2005,43,13.9,21.1,25.1,43.4,48.7,66.5,68.6,67,60.6,47.8,37,21.3
"0430022006",2006,43,26,21.3,28.9,43,54.2,62.9,69.2,63.4,56.4,44.4,40.5,30.5
"0430022007",2007,43,19.6,12.8,25.8,38.7,53.3,62.9,64.6,64.6,58.8,51.1,32.4,21.5
"0430022008",2008,43,21.5,20.5,25.8,44.8,50,63.7,67,63.1,58.5,44.1,34.7,22.9
"0430022009",2009,43,10.9,20.6,29.6,43.3,52.5,60.3,64,66.2,55.8,42.9,39.4,21.9
"0430022010",2010,43,20.1,23.5,35.9,46.2,56,61.8,69.4,65.4,59.2,45.2,35,20.8
"0430022011",2011,43,15.7,17.6,27.5,41.7,56.2,62,68.5,65.8,60.8,47.7,40.2,27.9
"0430022012",2012,43,21.4,25.6,38.7,42.7,57.5,62.2,68,67.1,57.2,49.3,33.1,27.4
"0430022013",2013,43,18.6,21.5,29.5,40.8,55.1,62,69.7,64.1,56.5,47.8,31.8,21.4
"0430022014",2014,43,14.6,16.6,18.6,40.5,53.6,62.6,66.5,63.3,57.5,49.3,33.3,27
"0430022015",2015,43,12.2,5.3,22.3,39.5,58.6,59.9,66.2,66.6,62.4,44.3,39.2,35.1
"0430022016",2016,43,20.9,23.9,33.6,38.2,54,62,67.4,67.5,59.9,47.7,36.8,23.9
"0430022017",2017,43,24.8,25.6,23.5,45.2,51.8,61.5,65.2,63.3,60.8,53,33,17.9
"0430022018",2018,43,16.5,25.5,28.2,36.1,56.5,60.1,69.2,68.4,60.6,44.5,30,23
"0430022019",2019,43,14.9,19,25.9,41.2,50.8,60.5,68.9,64.6,56.8,47.3,29.3,23.3
"0440021998",1998,44,40.7,41.5,45.4,55.6,65.5,71.7,75.3,74.6,71.6,57.4,47.4,42.6
"0440021999",1999,44,39,40,42.3,56.1,62.9,70.7,77.6,74.8,66,54.7,51.4,39.7
"0440022000",2000,44,34,41.5,49.6,53.9,65.7,72.6,72.3,72.4,65.7,57.4,43.6,30.1
"0440022001",2001,44,34.3,41.2,42,56.6,63,71.5,71.9,75,64.8,55.2,51.2,43.4
"0440022002",2002,44,39.2,40.5,46.3,57.7,62,72.9,76.6,75.8,69.4,57.5,44.8,36
"0440022003",2003,44,31.1,34.8,48,54.7,61.7,68.9,74.5,75.5,66.7,55.2,51.5,36.8
"0440022004",2004,44,32.1,36.3,47.8,55.4,68.9,70.8,74.6,71.8,67.9,57.3,49.5,38.2
"0440022005",2005,44,37.7,39.3,41.8,55,59.8,71.8,77.1,76.3,70.4,58.2,48.7,35.1
"0440022006",2006,44,42.4,37.4,46.1,58,61.1,70.7,75.9,76.5,64.8,54.2,48.7,43.1
"0440022007",2007,44,39.9,31.9,49.2,53.4,64.4,71.9,73.8,77.5,69.4,62.5,46.2,41.5
"0440022008",2008,44,36,40.3,46.8,55.9,61.3,74,74.6,72.3,68.2,54.8,44.1,40.2
"0440022009",2009,44,32.6,38.9,45.1,55.4,64.1,71.6,71.9,75.2,66.6,55.3,49.5,35.7
"0440022010",2010,44,32.7,31.9,47.4,58.6,66.2,76,77.9,76,70,58,46.3,30.1
"0440022011",2011,44,32.1,40.9,46,58.2,64.8,73.4,77.8,74.9,68.2,55.5,49.4,42.6
"0440022012",2012,44,38.9,41.8,55.2,55.6,67.3,70.2,78.7,74,66.9,56.4,42.7,42.9
"0440022013",2013,44,38.5,36.8,40.1,56,62.5,72.2,75.6,71.8,66.3,57.6,43.7,40.3
"0440022014",2014,44,29.4,37,40.7,55,65.2,72.5,73.4,71.3,68.1,57.8,42.1,40.8
"0440022015",2015,44,33.8,28.9,44.2,55.9,67.1,73.7,75.3,73.2,69.3,56.3,51.1,49.6
"0440022016",2016,44,33.1,38.4,51.8,55.1,61.9,71.8,77.3,77,71.8,59.8,48.3,39.1
"0440022017",2017,44,40.1,46,45.9,60.6,63.4,71.2,76.8,72.8,67.4,60.2,46.1,37.2
"0440022018",2018,44,31.8,45.2,41.2,52.2,69.7,73.1,75.1,75.2,72.8,59,43.8,39.7
"0440022019",2019,44,36.3,41.8,43.9,58.1,68.9,71.2,77.1,74.7,72.5,60.6,43.1,41.5
"0450021998",1998,45,32,37.7,41,46,52.9,58.8,69,66.8,62.2,47,39.6,30.2
"0450021999",1999,45,34.3,35,38.6,43.7,48.5,56,62,65.6,57.1,46.7,41.1,34.7
"0450022000",2000,45,30.4,35.2,39.1,47.8,51.1,58.5,63.5,63.4,56.3,46.8,32.6,29.4
"0450022001",2001,45,31.8,32.1,40,43.5,53.1,55.6,63.4,66,59.8,45.7,39.7,31.8
"0450022002",2002,45,32.9,34.3,35.6,44.7,49.7,59.5,66.1,63.6,57.5,45.5,39.2,34.6
"0450022003",2003,45,36.1,35.4,41,44.6,51.3,60.8,67.5,65.9,60,50.6,33.3,31.6
"0450022004",2004,45,29.8,35.1,42.9,48.6,52.4,60.4,67.3,67,56.1,48.5,38.1,34.5
"0450022005",2005,45,31.5,35.8,42.7,46.3,54.7,57,65,65.8,55.7,48.4,35.7,29.4
"0450022006",2006,45,35.9,32.8,38.8,45.7,53,59.8,67.5,64.2,58.8,47,36.1,30.5
"0450022007",2007,45,28.6,35.6,41.5,44.9,52.9,57.5,68.1,63.3,56.7,45.6,36.4,30.4
"0450022008",2008,45,27.4,35.4,37,40.8,53.1,56.2,64.4,64,57.8,46.6,40.2,26.2
"0450022009",2009,45,30.1,33.1,35.3,44.1,52.3,59.9,67.5,65.4,59.9,44.2,38,26.6
"0450022010",2010,45,36.3,38.5,40.9,44.6,48.7,55.9,64.2,63.5,57.1,48.6,34.8,31.9
"0450022011",2011,45,32.1,31.1,38.4,40.2,48.6,55.5,61,64.9,61,47.2,35.3,31
"0450022012",2012,45,30.7,34.5,37.6,46,50.9,55,65.2,66.2,59.7,47.4,39,32.5
"0450022013",2013,45,29.1,35.5,40.2,44.7,53.5,58.7,67.2,66.2,59.7,46.1,36.7,28.2
"0450022014",2014,45,34.1,29.8,40.1,45.8,54.3,58.3,68.6,67.3,59.8,51.9,36.3,34.2
"0450022015",2015,45,35.1,40.7,44.8,45.7,56,65.5,68.6,66.6,56.2,52.4,36,32.1
"0450022016",2016,45,33,39.1,41.8,51.6,55.1,59.9,63.6,65.9,56.4,47.4,43,26.1
